CWE-ID,Name,Description,Extended Description,Related Weaknesses
1024,Comparison of Incompatible Types,"The product performs a comparison between two entities, but the entities are of different, incompatible types that cannot be guaranteed to provide correct results when they are directly compared.",,::NATURE:ChildOf:CWE ID:697:VIEW ID:1000:ORDINAL:Primary::
1025,Comparison Using Wrong Factors,"The code performs a comparison between two entities, but the comparison examines the wrong factors or characteristics of the entities, which can lead to incorrect results and resultant weaknesses.",,::NATURE:ChildOf:CWE ID:697:VIEW ID:1000:ORDINAL:Primary::
1037,Processor Optimization Removal or Modification of Security-critical Code,"The developer builds a security-critical protection mechanism into the software, but the processor optimizes the execution of the program such that the mechanism is removed or modified.",,::NATURE:ChildOf:CWE ID:1038:VIEW ID:1000:ORDINAL:Primary::
1041,Use of Redundant Code,"The product has multiple functions, methods, procedures, macros, etc. that contain the same code.",,::NATURE:ChildOf:CWE ID:710:VIEW ID:1000:ORDINAL:Primary::
1043,Data Element Aggregating an Excessively Large Number of Non-Primitive Elements,The product uses a data element that has an excessively large number of sub-elements with non-primitive data types such as structures or aggregated objects.,"While the interpretation of excessively large may vary for each product or developer, CISQ recommends a default of 5 sub-elements.",::NATURE:ChildOf:CWE ID:1093:VIEW ID:1000:ORDINAL:Primary::
1044,Architecture with Number of Horizontal Layers Outside of Expected Range,The product's architecture contains too many - or too few - horizontal layers.,"While the interpretation of expected range may vary for each product or developer, CISQ recommends a default minimum of 4 layers and maximum of 8 layers.",::NATURE:ChildOf:CWE ID:710:VIEW ID:1000:ORDINAL:Primary::
1045,Parent Class with a Virtual Destructor and a Child Class without a Virtual Destructor,"A parent class has a virtual destructor method, but the parent has a child class that does not have a virtual destructor.",,::NATURE:ChildOf:CWE ID:1076:VIEW ID:1000:ORDINAL:Primary::
1046,Creation of Immutable Text Using String Concatenation,The product creates an immutable text string using string concatenation operations.,"When building a string via a looping feature (e.g., a FOR or WHILE loop), the use of += to append to the existing string will result in the creation of a new object with each iteration, which can be inefficient in comparison with use of text buffer data elements.",::NATURE:ChildOf:CWE ID:1176:VIEW ID:1000:ORDINAL:Primary::
1047,Modules with Circular Dependencies,"The product contains modules in which one module has references that cycle back to itself, i.e., there are circular dependencies.","As an example, with Java, this weakness might indicate cycles between packages.",::NATURE:ChildOf:CWE ID:1120:VIEW ID:1000:ORDINAL:Primary::
1048,Invokable Control Element with Large Number of Outward Calls,"The code contains callable control elements that contain an excessively large number of references to other application objects external to the context of the callable, i.e. a Fan-Out value that is excessively large.","While the interpretation of excessively large Fan-Out value may vary for each product or developer, CISQ recommends a default of 5 referenced objects.",::NATURE:ChildOf:CWE ID:710:VIEW ID:1000:ORDINAL:Primary::
1049,Excessive Data Query Operations in a Large Data Table,The product performs a data query with a large number of joins and sub-queries on a large data table.,"While the interpretation of large data table and large number of joins or sub-queries may vary for each product or developer, CISQ recommends a default of 1 million rows for a large data table, a default minimum of 5 joins, and a default minimum of 3 sub-queries.",::NATURE:ChildOf:CWE ID:1176:VIEW ID:1000:ORDINAL:Primary::
1050,Excessive Platform Resource Consumption within a Loop,"The product has a loop body or loop condition that contains a control element that directly or indirectly consumes platform resources, e.g. messaging, sessions, locks, or file descriptors.",,::NATURE:ChildOf:CWE ID:405:VIEW ID:1000:ORDINAL:Primary::
1051,Initialization with Hard-Coded Network Resource Configuration Data,The product initializes data using hard-coded values that act as network resource identifiers.,,::NATURE:ChildOf:CWE ID:1419:VIEW ID:1000:ORDINAL:Primary::
1052,Excessive Use of Hard-Coded Literals in Initialization,The product initializes a data element using a hard-coded literal that is not a simple integer or static constant element.,,::NATURE:ChildOf:CWE ID:1419:VIEW ID:1000:ORDINAL:Primary::
1053,Missing Documentation for Design,The product does not have documentation that represents how it is designed.,,::NATURE:ChildOf:CWE ID:1059:VIEW ID:1000:ORDINAL:Primary::
1054,Invocation of a Control Element at an Unnecessarily Deep Horizontal Layer,"The code at one architectural layer invokes code that resides at a deeper layer than the adjacent layer, i.e., the invocation skips at least one layer, and the invoked code is not part of a vertical utility layer that can be referenced from any horizontal layer.",,::NATURE:ChildOf:CWE ID:1061:VIEW ID:1000:ORDINAL:Primary::
1055,Multiple Inheritance from Concrete Classes,The product contains a class with inheritance from more than one concrete class.,,::NATURE:ChildOf:CWE ID:1093:VIEW ID:1000:ORDINAL:Primary::
1056,Invokable Control Element with Variadic Parameters,A named-callable or method control element has a signature that supports a variable (variadic) number of parameters or arguments.,,::NATURE:ChildOf:CWE ID:1120:VIEW ID:1000:ORDINAL:Primary::
1057,Data Access Operations Outside of Expected Data Manager Component,"The product uses a dedicated, central data manager component as required by design, but it contains code that performs data-access operations that do not use this data manager.",,::NATURE:ChildOf:CWE ID:1061:VIEW ID:1000:ORDINAL:Primary::
1058,Invokable Control Element in Multi-Thread Context with non-Final Static Storable or Member Element,The code contains a function or method that operates in a multi-threaded environment but owns an unsafe non-final static storable or member data element.,,::NATURE:ChildOf:CWE ID:662:VIEW ID:1000:ORDINAL:Primary::NATURE:ChildOf:CWE ID:662:VIEW ID:1305:ORDINAL:Primary::NATURE:ChildOf:CWE ID:662:VIEW ID:1340:ORDINAL:Primary::
1060,Excessive Number of Inefficient Server-Side Data Accesses,The product performs too many data queries without using efficient data processing functionality such as stored procedures.,"While the interpretation of too many data queries may vary for each product or developer, CISQ recommends a default maximum of 5 data queries for an inefficient function/procedure.",::NATURE:ChildOf:CWE ID:1120:VIEW ID:1000:ORDINAL:Primary::
1062,Parent Class with References to Child Class,"The code has a parent class that contains references to a child class, its methods, or its members.",,::NATURE:ChildOf:CWE ID:1061:VIEW ID:1000:ORDINAL:Primary::
1063,Creation of Class Instance within a Static Code Block,A static code block creates an instance of a class.,This pattern identifies situations where a storable data element or member data element is initialized with a value in a block of code which is declared as static.,::NATURE:ChildOf:CWE ID:1176:VIEW ID:1000:ORDINAL:Primary::
1064,Invokable Control Element with Signature Containing an Excessive Number of Parameters,"The product contains a function, subroutine, or method whose signature has an unnecessarily large number of parameters/arguments.","While the interpretation of large number of parameters may vary for each product or developer, CISQ recommends a default maximum of 7 parameters/arguments.",::NATURE:ChildOf:CWE ID:1120:VIEW ID:1000:ORDINAL:Primary::
1065,Runtime Resource Management Control Element in a Component Built to Run on Application Servers,"The product uses deployed components from application servers, but it also uses low-level functions/methods for management of resources, instead of the API provided by the application server.",,::NATURE:ChildOf:CWE ID:710:VIEW ID:1000:ORDINAL:Primary::
1066,Missing Serialization Control Element,The product contains a serializable data element that does not have an associated serialization method.,,::NATURE:ChildOf:CWE ID:710:VIEW ID:1000:ORDINAL:Primary::
1067,Excessive Execution of Sequential Searches of Data Resource,The product contains a data query against an SQL table or view that is configured in a way that does not utilize an index and may cause sequential searches to be performed.,,::NATURE:ChildOf:CWE ID:1176:VIEW ID:1000:ORDINAL:Primary::
1068,Inconsistency Between Implementation and Documented Design,The implementation of the product is not consistent with the design as described within the relevant documentation.,,::NATURE:ChildOf:CWE ID:710:VIEW ID:1000:ORDINAL:Primary::
1070,Serializable Data Element Containing non-Serializable Item Elements,"The product contains a serializable, storable data element such as a field or member, but the data element contains member elements that are not serializable.",,::NATURE:ChildOf:CWE ID:1076:VIEW ID:1000:ORDINAL:Primary::
1071,Empty Code Block,"The source code contains a block that does not contain any code, i.e., the block is empty.","Empty code blocks can occur in the bodies of conditionals, function or method definitions, exception handlers, etc. While an empty code block might be intentional, it might also indicate incomplete implementation, accidental code deletion, unexpected macro expansion, etc. For some programming languages and constructs, an empty block might be allowed by the syntax, but the lack of any behavior within the block might violate a convention or API in such a way that it is an error.",::NATURE:ChildOf:CWE ID:1164:VIEW ID:1000:ORDINAL:Primary::
1072,Data Resource Access without Use of Connection Pooling,The product accesses a data resource through a database without using a connection pooling capability.,,::NATURE:ChildOf:CWE ID:405:VIEW ID:1000:ORDINAL:Primary::
1073,Non-SQL Invokable Control Element with Excessive Number of Data Resource Accesses,"The product contains a client with a function or method that contains a large number of data accesses/queries that are sent through a data manager, i.e., does not use efficient database capabilities.","While the interpretation of large number of data accesses/queries may vary for each product or developer, CISQ recommends a default maximum of 2 data accesses per function/method.",::NATURE:ChildOf:CWE ID:405:VIEW ID:1000:ORDINAL:Primary::
1074,Class with Excessively Deep Inheritance,"A class has an inheritance level that is too high, i.e., it has a large number of parent classes.","While the interpretation of large number of parent classes may vary for each product or developer, CISQ recommends a default maximum of 7 parent classes.",::NATURE:ChildOf:CWE ID:1093:VIEW ID:1000:ORDINAL:Primary::
1075,Unconditional Control Flow Transfer outside of Switch Block,The product performs unconditional control transfer (such as a goto) in code outside of a branching structure such as a switch block.,,::NATURE:ChildOf:CWE ID:1120:VIEW ID:1000:ORDINAL:Primary::
1079,Parent Class without Virtual Destructor Method,"A parent class contains one or more child classes, but the parent class does not have a virtual destructor method.",,::NATURE:ChildOf:CWE ID:1076:VIEW ID:1000:ORDINAL:Primary::
1080,Source Code File with Excessive Number of Lines of Code,A source code file has too many lines of code.,"While the interpretation of too many lines of code may vary for each product or developer, CISQ recommends a default threshold value of 1000.",::NATURE:ChildOf:CWE ID:1120:VIEW ID:1000:ORDINAL:Primary::
1082,Class Instance Self Destruction Control Element,The code contains a class instance that calls the method or function to delete or destroy itself.,"For example, in C++, delete this will cause the object to delete itself.",::NATURE:ChildOf:CWE ID:1076:VIEW ID:1000:ORDINAL:Primary::
1083,Data Access from Outside Expected Data Manager Component,"The product is intended to manage data access through a particular data manager component such as a relational or non-SQL database, but it contains code that performs data access operations without using that component.","When the product has a data access component, the design may be intended to handle all data access operations through that component. If a data access operation is performed outside of that component, then this may indicate a violation of the intended design.",::NATURE:ChildOf:CWE ID:1061:VIEW ID:1000:ORDINAL:Primary::
1084,Invokable Control Element with Excessive File or Data Access Operations,A function or method contains too many operations that utilize a data manager or file resource.,"While the interpretation of too many operations may vary for each product or developer, CISQ recommends a default maximum of 7 operations for the same data manager or file.",::NATURE:ChildOf:CWE ID:405:VIEW ID:1000:ORDINAL:Primary::
1085,Invokable Control Element with Excessive Volume of Commented-out Code,"A function, method, procedure, etc. contains an excessive amount of code that has been commented out within its body.","While the interpretation of excessive volume may vary for each product or developer, CISQ recommends a default threshold of 2% of commented code.",::NATURE:ChildOf:CWE ID:1078:VIEW ID:1000:ORDINAL:Primary::
1086,Class with Excessive Number of Child Classes,A class contains an unnecessarily large number of children.,"While the interpretation of large number of children may vary for each product or developer, CISQ recommends a default maximum of 10 child classes.",::NATURE:ChildOf:CWE ID:1093:VIEW ID:1000:ORDINAL:Primary::
1087,Class with Virtual Method without a Virtual Destructor,"A class contains a virtual method, but the method does not have an associated virtual destructor.",,::NATURE:ChildOf:CWE ID:1076:VIEW ID:1000:ORDINAL:Primary::
1089,Large Data Table with Excessive Number of Indices,The product uses a large data table that contains an excessively large number of indices.,"While the interpretation of large data table and excessively large number of indices may vary for each product or developer, CISQ recommends a default threshold of 1000000 rows for a large table and a default threshold of 3 indices.",::NATURE:ChildOf:CWE ID:405:VIEW ID:1000:ORDINAL:Primary::
1090,Method Containing Access of a Member Element from Another Class,A method for a class performs an operation that directly accesses a member element from another class.,,::NATURE:ChildOf:CWE ID:1061:VIEW ID:1000:ORDINAL:Primary::
1092,Use of Same Invokable Control Element in Multiple Architectural Layers,The product uses the same control element across multiple architectural layers.,,::NATURE:ChildOf:CWE ID:710:VIEW ID:1000:ORDINAL:Primary::
1094,Excessive Index Range Scan for a Data Resource,"The product contains an index range scan for a large data table, but the scan can cover a large number of rows.","While the interpretation of large data table and excessive index range may vary for each product or developer, CISQ recommends a threshold of 1000000 table rows and a threshold of 10 for the index range.",::NATURE:ChildOf:CWE ID:405:VIEW ID:1000:ORDINAL:Primary::
1095,Loop Condition Value Update within the Loop,The product uses a loop with a control flow condition based on a value that is updated within the body of the loop.,,::NATURE:ChildOf:CWE ID:1120:VIEW ID:1000:ORDINAL:Primary::
1097,Persistent Storable Data Element without Associated Comparison Control Element,The product uses a storable data element that does not have all of the associated functions or methods that are necessary to support comparison.,,::NATURE:ChildOf:CWE ID:1076:VIEW ID:1000:ORDINAL:Primary::NATURE:ChildOf:CWE ID:595:VIEW ID:1305:ORDINAL:Primary::
1098,Data Element containing Pointer Item without Proper Copy Control Element,The code contains a data element with a pointer that does not have an associated copy or constructor method.,,::NATURE:ChildOf:CWE ID:1076:VIEW ID:1000:ORDINAL:Primary::
1099,Inconsistent Naming Conventions for Identifiers,"The product's code, documentation, or other artifacts do not consistently use the same naming conventions for variables, callables, groups of related callables, I/O capabilities, data types, file names, or similar types of elements.",,::NATURE:ChildOf:CWE ID:1078:VIEW ID:1000:ORDINAL:Primary::
1100,Insufficient Isolation of System-Dependent Functions,The product or code does not isolate system-dependent functionality into separate standalone modules.,,::NATURE:ChildOf:CWE ID:1061:VIEW ID:1000:ORDINAL:Primary::
1101,Reliance on Runtime Component in Generated Code,The product uses automatically-generated code that cannot be executed without a specific runtime support component.,,::NATURE:ChildOf:CWE ID:710:VIEW ID:1000:ORDINAL:Primary::
1102,Reliance on Machine-Dependent Data Representation,"The code uses a data representation that relies on low-level data representation or constructs that may vary across different processors, physical machines, OSes, or other physical components.",,::NATURE:ChildOf:CWE ID:758:VIEW ID:1000:ORDINAL:Primary::NATURE:PeerOf:CWE ID:1105:VIEW ID:1000:ORDINAL:Primary::
1103,Use of Platform-Dependent Third Party Components,The product relies on third-party components that do not provide equivalent functionality across all desirable platforms.,,::NATURE:ChildOf:CWE ID:758:VIEW ID:1000:ORDINAL:Primary::
1104,Use of Unmaintained Third Party Components,The product relies on third-party components that are not actively supported or maintained by the original developer or a trusted proxy for the original developer.,,::NATURE:ChildOf:CWE ID:1357:VIEW ID:1000:ORDINAL:Primary::
1105,Insufficient Encapsulation of Machine-Dependent Functionality,"The product or code uses machine-dependent functionality, but it does not sufficiently encapsulate or isolate this functionality from the rest of the code.",,::NATURE:ChildOf:CWE ID:758:VIEW ID:1000:ORDINAL:Primary::NATURE:ChildOf:CWE ID:1061:VIEW ID:1000::
1106,Insufficient Use of Symbolic Constants,"The source code uses literal constants that may need to change or evolve over time, instead of using symbolic constants.",,::NATURE:ChildOf:CWE ID:1078:VIEW ID:1000:ORDINAL:Primary::
1107,Insufficient Isolation of Symbolic Constant Definitions,"The source code uses symbolic constants, but it does not sufficiently place the definitions of these constants into a more centralized or isolated location.",,::NATURE:ChildOf:CWE ID:1078:VIEW ID:1000:ORDINAL:Primary::
1108,Excessive Reliance on Global Variables,"The code is structured in a way that relies too much on using or setting global variables throughout various points in the code, instead of preserving the associated information in a narrower, more local context.",,::NATURE:ChildOf:CWE ID:1076:VIEW ID:1000:ORDINAL:Primary::
1109,Use of Same Variable for Multiple Purposes,"The code contains a callable, block, or other code element in which the same variable is used to control more than one unique task or store more than one instance of data.",,::NATURE:ChildOf:CWE ID:1078:VIEW ID:1000:ORDINAL:Primary::
1110,Incomplete Design Documentation,"The product's design documentation does not adequately describe control flow, data flow, system initialization, relationships between tasks, components, rationales, or other important aspects of the design.",,::NATURE:ChildOf:CWE ID:1059:VIEW ID:1000:ORDINAL:Primary::
1111,Incomplete I/O Documentation,"The product's documentation does not adequately define inputs, outputs, or system/software interfaces.",,::NATURE:ChildOf:CWE ID:1059:VIEW ID:1000:ORDINAL:Primary::
1112,Incomplete Documentation of Program Execution,The document does not fully define all mechanisms that are used to control or influence how product-specific programs are executed.,"This includes environmental variables, configuration files, registry keys, command-line switches or options, or system settings.",::NATURE:ChildOf:CWE ID:1059:VIEW ID:1000:ORDINAL:Primary::
1113,Inappropriate Comment Style,The source code uses comment styles or formats that are inconsistent or do not follow expected standards for the product.,,::NATURE:ChildOf:CWE ID:1078:VIEW ID:1000:ORDINAL:Primary::
1114,Inappropriate Whitespace Style,The source code contains whitespace that is inconsistent across the code or does not follow expected standards for the product.,,::NATURE:ChildOf:CWE ID:1078:VIEW ID:1000:ORDINAL:Primary::
1115,Source Code Element without Standard Prologue,The source code contains elements such as source files that do not consistently provide a prologue or header that has been standardized for the project.,"Standard prologues or headers may contain information such as module name, version number, author, date, purpose, function, assumptions, limitations, accuracy considerations, etc.",::NATURE:ChildOf:CWE ID:1078:VIEW ID:1000:ORDINAL:Primary::
1116,Inaccurate Source Code Comments,The source code contains comments that do not accurately describe or explain aspects of the portion of the code with which the comment is associated.,,::NATURE:ChildOf:CWE ID:1078:VIEW ID:1000:ORDINAL:Primary::
1117,Callable with Insufficient Behavioral Summary,"The code contains a function or method whose signature and/or associated inline documentation does not sufficiently describe the callable's inputs, outputs, side effects, assumptions, or return codes.",,::NATURE:ChildOf:CWE ID:1078:VIEW ID:1000:ORDINAL:Primary::
1118,Insufficient Documentation of Error Handling Techniques,"The documentation does not sufficiently describe the techniques that are used for error handling, exception processing, or similar mechanisms.","Documentation may need to cover error handling techniques at multiple layers, such as module, executable, compilable code unit, or callable.",::NATURE:ChildOf:CWE ID:1059:VIEW ID:1000:ORDINAL:Primary::
1119,Excessive Use of Unconditional Branching,The code uses too many unconditional branches (such as goto).,,::NATURE:ChildOf:CWE ID:1120:VIEW ID:1000:ORDINAL:Primary::
1121,Excessive McCabe Cyclomatic Complexity,The code contains McCabe cyclomatic complexity that exceeds a desirable maximum.,,::NATURE:ChildOf:CWE ID:1120:VIEW ID:1000:ORDINAL:Primary::
1122,Excessive Halstead Complexity,The code is structured in a way that a Halstead complexity measure exceeds a desirable maximum.,"A variety of Halstead complexity measures exist, such as program vocabulary size or volume.",::NATURE:ChildOf:CWE ID:1120:VIEW ID:1000:ORDINAL:Primary::
1123,Excessive Use of Self-Modifying Code,The product uses too much self-modifying code.,,::NATURE:ChildOf:CWE ID:1120:VIEW ID:1000:ORDINAL:Primary::
1124,Excessively Deep Nesting,The code contains a callable or other code grouping in which the nesting / branching is too deep.,,::NATURE:ChildOf:CWE ID:1120:VIEW ID:1000:ORDINAL:Primary::
1125,Excessive Attack Surface,The product has an attack surface whose quantitative measurement exceeds a desirable maximum.,"Originating from software security, an attack surface measure typically reflects the number of input points and output points that can be utilized by an untrusted party, i.e. a potential attacker. A larger attack surface provides more places to attack, and more opportunities for developers to introduce weaknesses. In some cases, this measure may reflect other aspects of quality besides security; e.g., a product with many inputs and outputs may require a large number of tests in order to improve code coverage.",::NATURE:ChildOf:CWE ID:1120:VIEW ID:1000:ORDINAL:Primary::
1126,Declaration of Variable with Unnecessarily Wide Scope,"The source code declares a variable in one scope, but the variable is only used within a narrower scope.",,::NATURE:ChildOf:CWE ID:710:VIEW ID:1000:ORDINAL:Primary::
1127,Compilation with Insufficient Warnings or Errors,"The code is compiled without sufficient warnings enabled, which may prevent the detection of subtle bugs or quality issues.",,::NATURE:ChildOf:CWE ID:710:VIEW ID:1000:ORDINAL:Primary::
1173,Improper Use of Validation Framework,"The product does not use, or incorrectly uses, an input validation framework that is provided by the source language or an independent library.","Many modern coding languages provide developers with input validation frameworks to make the task of input validation easier and less error-prone. These frameworks will automatically check all input against specified criteria and direct execution to error handlers when invalid input is received. The improper use (i.e., an incorrect implementation or missing altogether) of these frameworks is not directly exploitable, but can lead to an exploitable condition if proper input validation is not performed later in the product. Not using provided input validation frameworks can also hurt the maintainability of code as future developers may not recognize the downstream input validation being used in the place of the validation framework.",::NATURE:ChildOf:CWE ID:20:VIEW ID:1000:ORDINAL:Primary::
1188,Initialization of a Resource with an Insecure Default,"The product initializes or sets a resource with a default that is intended to be changed by the product's installer, administrator, or maintainer, but the default is not secure.",,::NATURE:ChildOf:CWE ID:1419:VIEW ID:1000:ORDINAL:Primary::NATURE:ChildOf:CWE ID:344:VIEW ID:1000::NATURE:ChildOf:CWE ID:665:VIEW ID:1003:ORDINAL:Primary::
1204,Generation of Weak Initialization Vector (IV),"The product uses a cryptographic primitive that uses an Initialization Vector (IV), but the product does not generate IVs that are sufficiently unpredictable or unique according to the expected cryptographic requirements for that primitive.","By design, some cryptographic primitives (such as block ciphers) require that IVs must have certain properties for the uniqueness and/or unpredictability of an IV. Primitives may vary in how important these properties are. If these properties are not maintained, e.g. by a bug in the code, then the cryptography may be weakened or broken by attacking the IVs themselves.",::NATURE:ChildOf:CWE ID:330:VIEW ID:1000:ORDINAL:Primary::
1220,Insufficient Granularity of Access Control,"The product implements access controls via a policy or other feature with the intention to disable or restrict accesses (reads and/or writes) to assets in a system from untrusted agents. However, implemented access controls lack required granularity, which renders the control policy too broad because it allows accesses from unauthorized agents to the security-sensitive assets.","Integrated circuits and hardware engines can expose accesses to assets (device configuration, keys, etc.) to trusted firmware or a software module (commonly set by BIOS/bootloader). This access is typically access-controlled. Upon a power reset, the hardware or system usually starts with default values in registers, and the trusted firmware (Boot firmware) configures the necessary access-control protection. A common weakness that can exist in such protection schemes is that access controls or policies are not granular enough. This condition allows agents beyond trusted agents to access assets and could lead to a loss of functionality or the ability to set up the device securely. This further results in security risks from leaked, sensitive, key material to modification of device configuration.",::NATURE:ChildOf:CWE ID:284:VIEW ID:1000:ORDINAL:Primary::
1230,Exposure of Sensitive Information Through Metadata,"The product prevents direct access to a resource containing sensitive information, but it does not sufficiently limit access to metadata that is derived from the original, sensitive information.","Developers might correctly prevent unauthorized access to a database or other resource containing sensitive information, but they might not consider that portions of the original information might also be recorded in metadata, search indices, statistical reports, or other resources. If these resources are not also restricted, then attackers might be able to extract some or all of the original information, or otherwise infer some details. For example, an attacker could specify search terms that are known to be unique to a particular person, or view metadata such as activity or creation dates in order to identify usage patterns.",::NATURE:ChildOf:CWE ID:285:VIEW ID:1000:ORDINAL:Primary::
1235,Incorrect Use of Autoboxing and Unboxing for Performance Critical Operations,"The code uses boxed primitives, which may introduce inefficiencies into performance-critical operations.",,::NATURE:ChildOf:CWE ID:400:VIEW ID:1000:ORDINAL:Primary::
1236,Improper Neutralization of Formula Elements in a CSV File,"The product saves user-provided information into a Comma-Separated Value (CSV) file, but it does not neutralize or incorrectly neutralizes special elements that could be interpreted as a command when the file is opened by a spreadsheet product.",,::NATURE:ChildOf:CWE ID:74:VIEW ID:1000:ORDINAL:Primary::NATURE:ChildOf:CWE ID:74:VIEW ID:1003:ORDINAL:Primary::
1240,Use of a Cryptographic Primitive with a Risky Implementation,"To fulfill the need for a cryptographic primitive, the product implements a cryptographic algorithm using a non-standard, unproven, or disallowed/non-compliant cryptographic implementation.","Cryptographic protocols and systems depend on cryptographic primitives (and associated algorithms) as their basic building blocks. Some common examples of primitives are digital signatures, one-way hash functions, ciphers, and public key cryptography; however, the notion of primitive can vary depending on point of view. See Terminology Notes for further explanation of some concepts. Cryptographic primitives are defined to accomplish one very specific task in a precisely defined and mathematically reliable fashion. For example, suppose that for a specific cryptographic primitive (such as an encryption routine), the consensus is that the primitive can only be broken after trying out N different inputs (where the larger the value of N, the stronger the cryptography). For an encryption scheme like AES-256, one would expect N to be so large as to be infeasible to execute in a reasonable amount of time. If a vulnerability is ever found that shows that one can break a cryptographic primitive in significantly less than the expected number of attempts, then that primitive is considered weakened (or sometimes in extreme cases, colloquially it is broken). As a result, anything using this cryptographic primitive would now be considered insecure or risky. Thus, even breaking or weakening a seemingly small cryptographic primitive has the potential to render the whole system vulnerable, due to its reliance on the primitive. A historical example can be found in TLS when using DES. One would colloquially call DES the cryptographic primitive for transport encryption in this version of TLS. In the past, DES was considered strong, because no weaknesses were found in it; importantly, DES has a key length of 56 bits. Trying N=2^56 keys was considered impractical for most actors. Unfortunately, attacking a system with 56-bit keys is now practical via brute force, which makes defeating DES encryption practical. It is now practical for an adversary to read any information sent under this version of TLS and use this information to attack the system. As a result, it can be claimed that this use of TLS is weak, and that any system depending on TLS with DES could potentially render the entire system vulnerable to attack. Cryptographic primitives and associated algorithms are only considered safe after extensive research and review from experienced cryptographers from academia, industry, and government entities looking for any possible flaws. Furthermore, cryptographic primitives and associated algorithms are frequently reevaluated for safety when new mathematical and attack techniques are discovered. As a result and over time, even well-known cryptographic primitives can lose their compliance status with the discovery of novel attacks that might either defeat the algorithm or reduce its robustness significantly. If ad-hoc cryptographic primitives are implemented, it is almost certain that the implementation will be vulnerable to attacks that are well understood by cryptographers, resulting in the exposure of sensitive information and other consequences. This weakness is even more difficult to manage for hardware-implemented deployment of cryptographic algorithms. First, because hardware is not patchable as easily as software, any flaw discovered after release and production typically cannot be fixed without a recall of the product. Secondly, the hardware product is often expected to work for years, during which time computation power available to the attacker only increases. Therefore, for hardware implementations of cryptographic primitives, it is absolutely essential that only strong, proven cryptographic primitives are used.",::NATURE:ChildOf:CWE ID:327:VIEW ID:1000:ORDINAL:Primary::
1241,Use of Predictable Algorithm in Random Number Generator,The device uses an algorithm that is predictable and generates a pseudo-random number.,"Pseudo-random number generator algorithms are predictable because their registers have a finite number of possible states, which eventually lead to repeating patterns. As a result, pseudo-random number generators (PRNGs) can compromise their randomness or expose their internal state to various attacks, such as reverse engineering or tampering.",::NATURE:ChildOf:CWE ID:330:VIEW ID:1000:ORDINAL:Primary::
1265,Unintended Reentrant Invocation of Non-reentrant Code Via Nested Calls,"The product invokes code that is believed to be reentrant, but the code performs a call that unintentionally produces a nested invocation of the non-reentrant code.","In a complex product, a single function call may lead to many different possible code paths, some of which may involve deeply nested calls. It may be difficult to foresee all possible code paths that could emanate from a given function call, even if that call is assumed to be reentrant. In some systems, an external actor can manipulate inputs to the system and thereby achieve a wide range of possible control flows. This is frequently a concern in products that execute scripts from untrusted sources. Examples of such products are web browsers and PDF readers. A weakness is present when one of the possible code paths resulting from a function call alters program state that the original caller assumes to be unchanged during the call.",::NATURE:ChildOf:CWE ID:662:VIEW ID:1000:ORDINAL:Primary::NATURE:PeerOf:CWE ID:663:VIEW ID:1000::NATURE:CanPrecede:CWE ID:416:VIEW ID:1000::
1284,Improper Validation of Specified Quantity in Input,"The product receives input that is expected to specify a quantity (such as size or length), but it does not validate or incorrectly validates that the quantity has the required properties.","Specified quantities include size, length, frequency, price, rate, number of operations, time, and others. Code may rely on specified quantities to allocate resources, perform calculations, control iteration, etc.",::NATURE:ChildOf:CWE ID:20:VIEW ID:1000:ORDINAL:Primary::NATURE:ChildOf:CWE ID:20:VIEW ID:1003:ORDINAL:Primary::NATURE:CanPrecede:CWE ID:789:VIEW ID:1000::
1285,"Improper Validation of Specified Index, Position, or Offset in Input","The product receives input that is expected to specify an index, position, or offset into an indexable resource such as a buffer or file, but it does not validate or incorrectly validates that the specified index/position/offset has the required properties.","Often, indexable resources such as memory buffers or files can be accessed using a specific position, index, or offset, such as an index for an array or a position for a file. When untrusted input is not properly validated before it is used as an index, attackers could access (or attempt to access) unauthorized portions of these resources. This could be used to cause buffer overflows, excessive resource allocation, or trigger unexpected failures.",::NATURE:ChildOf:CWE ID:20:VIEW ID:1000:ORDINAL:Primary::
1286,Improper Validation of Syntactic Correctness of Input,"The product receives input that is expected to be well-formed - i.e., to comply with a certain syntax - but it does not validate or incorrectly validates that the input complies with the syntax.","Often, complex inputs are expected to follow a particular syntax, which is either assumed by the input itself, or declared within metadata such as headers. The syntax could be for data exchange formats, markup languages, or even programming languages. When untrusted input is not properly validated for the expected syntax, attackers could cause parsing failures, trigger unexpected errors, or expose latent vulnerabilities that might not be directly exploitable if the input had conformed to the syntax.",::NATURE:ChildOf:CWE ID:20:VIEW ID:1000:ORDINAL:Primary::
1287,Improper Validation of Specified Type of Input,"The product receives input that is expected to be of a certain type, but it does not validate or incorrectly validates that the input is actually of the expected type.","When input does not comply with the expected type, attackers could trigger unexpected errors, cause incorrect actions to take place, or exploit latent vulnerabilities that would not be possible if the input conformed with the expected type. This weakness can appear in type-unsafe programming languages, or in programming languages that support casting or conversion of an input to another type.",::NATURE:ChildOf:CWE ID:20:VIEW ID:1000:ORDINAL:Primary::NATURE:PeerOf:CWE ID:843:VIEW ID:1000:ORDINAL:Primary::
